Advanced [ADJ] monotheism [NOUN] recognises [VERB] a [DET] universal [ADJ] sway [NOUN] of [ADP] <mask> opposite [ADJ] forces [NOUN] . [PUNCT]	two
Female [ADJ] dugongs [NOUN] give [VERB] birth [NOUN] to [ADP] just [ADV] <mask> calf [NOUN] about [ADV] once [ADV] every [DET] five [NUM] years [NOUN] . [PUNCT]	one
Female [ADJ] dugongs [NOUN] give [VERB] birth [NOUN] to [ADP] just [ADV] one [NUM] calf [NOUN] about [ADV] once [ADV] every [DET] <mask> years [NOUN] . [PUNCT]	five
Somatic [ADJ] evolution [NOUN] comes [VERB] as [ADP] <mask> parts [NOUN] . [PUNCT]	two
Space [NOUN] is [AUX] defined [VERB] by [ADP] at [ADV] least [ADV] <mask> identical [ADJ] particles [NOUN] . [PUNCT]	four
People [NOUN] normally [ADV] sleep [VERB] in [ADP] patterns [NOUN] that [PRON] follow [VERB] <mask> definite [ADJ] , [PUNCT] gradual [ADJ] stages [NOUN] . [PUNCT]	four
Many [ADJ] countries [NOUN] have [VERB] less [ADJ] than [ADP] <mask> chiropractors [NOUN] in [ADP] the [DET] entire [ADJ] country [NOUN] . [PUNCT]	ten
Hair [NOUN] grows [VERB] through [ADP] <mask> distinct [ADJ] growth [NOUN] phases [NOUN] . [PUNCT]	three
Bacteriophage [NOUN] lambda [NOUN] has [VERB] <mask> different [ADJ] life [NOUN] cycles [NOUN] . [PUNCT]	two
Heart [NOUN] attacks [NOUN] are [AUX] <mask> times [NOUN] more [ADV] likely [ADJ] to [PART] be [AUX] fatal [ADJ] for [ADP] a [DET] person [NOUN] who [PRON] is [AUX] depressed [ADJ] . [PUNCT]	five
Orangutans [NOUN] spend [VERB] up [ADP] to [PART] <mask> hours [NOUN] a [DET] day [NOUN] eating [VERB] or [CCONJ] foraging [VERB] for [ADP] food [NOUN] . [PUNCT]	six
Positive [ADJ] numbers [NOUN] are [AUX] more [ADJ] than [ADP] <mask> and [CCONJ] negative [ADJ] numbers [NOUN] are [AUX] less [ADJ] than [ADP] zero [NUM] . [PUNCT]	zero
Today [NOUN] there [PRON] are [VERB] <mask> federal [ADJ] states [NOUN] , [PUNCT] each [PRON] based [VERB] on [ADP] cultural [ADJ] affiliations [NOUN] . [PUNCT]	nine
Valencia [PROPN] types [NOUN] have [VERB] <mask> to [ADP] six [NUM] small [ADJ] seeds [NOUN] per [ADP] pod [NOUN] . [PUNCT]	three
Valencia [PROPN] types [NOUN] have [VERB] three [NUM] to [PART] <mask> small [ADJ] seeds [NOUN] per [ADP] pod [NOUN] . [PUNCT]	six
Bivalves [NOUN] have [VERB] <mask> shells [NOUN] , [PUNCT] like [ADP] a [DET] clam [NOUN] or [CCONJ] oyster [NOUN] . [PUNCT]	two
Every [DET] worm [NOUN] also [ADV] has [VERB] <mask> sperm [NOUN] receptacles [NOUN] . [PUNCT]	two
Vertebrates [NOUN] possess [VERB] <mask> types [NOUN] of [ADP] bone [NOUN] . [PUNCT]	two
Modulation [NOUN] is [AUX] the [DET] first [ADJ] of [ADP] <mask> efficiency [NOUN] related [VERB] features [NOUN] unique [ADJ] to [ADP] the [DET] linear [ADJ] compressor [NOUN] . [PUNCT]	three
Most [ADV] dark [ADJ] colorations [NOUN] begin [VERB] to [PART] lighten [VERB] after [ADP] <mask> weeks [NOUN] of [ADP] treatment [NOUN] . [PUNCT]	four
Mental [ADJ] problems [NOUN] causing [VERB] sleep [NOUN] disturbance [NOUN] are [AUX] <mask> times [NOUN] more [ADV] common [ADJ] in [ADP] younger [ADJ] adults [NOUN] . [PUNCT]	three
Sulfur [NOUN] is [AUX] needed [VERB] for [ADP] the [DET] synthesis [NOUN] of [ADP] <mask> amino [NOUN] acids [NOUN] . [PUNCT]	two
Dragonflies [NOUN] have [VERB] <mask> wings [NOUN] . [PUNCT]	four
Morality [NOUN] is [AUX] a [DET] biological [ADJ] adaptation [NOUN] <mask> less [ADJ] than [SCONJ] are [AUX] hands [NOUN] and [CCONJ] feet [NOUN] and [CCONJ] teeth [NOUN] . [PUNCT]	no
Many [ADJ] women [NOUN] have [VERB] <mask> to [ADP] five [NUM] abortions [NOUN] during [ADP] their [PRON] life [NOUN] time [NOUN] . [PUNCT]	four
Many [ADJ] women [NOUN] have [VERB] four [NUM] to [PART] <mask> abortions [NOUN] during [ADP] their [PRON] life [NOUN] time [NOUN] . [PUNCT]	five
Toxicity [NOUN] can [AUX] occur [VERB] in [ADP] <mask> different [ADJ] modalities [NOUN] , [PUNCT] acute [ADJ] , [PUNCT] sub [ADJ] - [ADJ] acute [ADJ] and [CCONJ] chronic [ADJ] toxicity [NOUN] . [PUNCT]	three
Baby [NOUN] backs [NOUN] are [AUX] about [ADV] <mask> inches [NOUN] long [ADJ] and [CCONJ] come [VERB] from [ADP] the [DET] part [NOUN] of [ADP] the [DET] rib [NOUN] nearest [ADP] the [DET] spine [NOUN] . [PUNCT]	four
Skunks [PROPN] can [AUX] live [VERB] about [ADP] <mask> years [NOUN] in [ADP] captivity [NOUN] . [PUNCT]	ten
Bicycles [NOUN] generate [VERB] less [ADJ] friction [NOUN] because [SCONJ] they [PRON] have [VERB] only [ADV] <mask> tires [NOUN] . [PUNCT]	two
Enantiomers [NOUN] interact [VERB] differently [ADV] with [ADP] the [DET] <mask> forms [NOUN] of [ADP] light [NOUN] . [PUNCT]	two
Saliva [PROPN] comes [VERB] from [ADP] <mask> pairs [NOUN] of [ADP] salivary [ADJ] glands [NOUN] , [PUNCT] plus [CCONJ] many [ADJ] smaller [ADJ] glands [NOUN] . [PUNCT]	three
Breast [NOUN] milk [NOUN] is [AUX] the [DET] best [ADJ] source [NOUN] of [ADP] nutrition [NOUN] for [ADP] the [DET] first [ADJ] <mask> months [NOUN] of [ADP] life [NOUN] . [PUNCT]	six
Copper [NOUN] has [VERB] <mask> naturally [ADV] occurring [VERB] isotopes [NOUN] . [PUNCT]	two
Notebooks [NOUN] are [AUX] laptop [NOUN] computers [NOUN] that [PRON] weigh [VERB] between [ADP] <mask> and [CCONJ] seven [NUM] pounds [NOUN] . [PUNCT]	five
Notebooks [NOUN] are [AUX] laptop [NOUN] computers [NOUN] that [PRON] weigh [VERB] between [ADP] five [NUM] and [CCONJ] <mask> pounds [NOUN] . [PUNCT]	seven
Cities [NOUN] have [VERB] various [ADJ] sizes [NOUN] , [PUNCT] and [CCONJ] can [AUX] contain [VERB] from [ADP] <mask> to [ADP] four [NUM] armies [NOUN] depending [VERB] on [ADP] size [NOUN] . [PUNCT]	one
Cities [NOUN] have [VERB] various [ADJ] sizes [NOUN] , [PUNCT] and [CCONJ] can [AUX] contain [VERB] from [ADP] one [NUM] to [PART] <mask> armies [NOUN] depending [VERB] on [ADP] size [NOUN] . [PUNCT]	four
Biologists [NOUN] estimate [VERB] that [SCONJ] for [ADP] every [DET] coyote [NOUN] killed [VERB] , [PUNCT] there [PRON] are [VERB] at [ADV] least [ADV] <mask> more [ADV] still [ADV] at [ADP] large [ADJ] . [PUNCT]	ten
Real [ADJ] numbers [NOUN] are [AUX] on [ADP] the [DET] x [NOUN] axis [NOUN] , [PUNCT] and [CCONJ] therefore [ADV] theta [NOUN] is [AUX] <mask> or [CCONJ] pi [PROPN] . [PUNCT]	zero
Octopuses [NOUN] live [VERB] in [ADP] different [ADJ] habitats [NOUN] between [ADP] the [DET] tidal [ADJ] zone [NOUN] and [CCONJ] up [ADP] to [PART] <mask> kilometres [NOUN] depth [NOUN] . [PUNCT]	seven
Harvesting [NOUN] occurs [VERB] every [DET] <mask> to [ADP] four [NUM] years [NOUN] in [ADP] the [DET] winter [NOUN] after [SCONJ] leaves [NOUN] fall [VERB] from [ADP] the [DET] trees [NOUN] . [PUNCT]	three
Harvesting [NOUN] occurs [VERB] every [DET] three [NUM] to [PART] <mask> years [NOUN] in [ADP] the [DET] winter [NOUN] after [SCONJ] leaves [NOUN] fall [VERB] from [ADP] the [DET] trees [NOUN] . [PUNCT]	four
Clays [NOUN] are [AUX] silica [PROPN] minerals [NOUN] with [ADP] a [DET] <mask> dimensional [ADJ] sheet [NOUN] structure [NOUN] . [PUNCT]	two
Sex [NOUN] is [AUX] something [PRON] <mask> people [NOUN] have [VERB] . [PUNCT]	two
Ribosomes [INTJ] contain [VERB] <mask> different [ADJ] histone [NOUN] proteins [NOUN] . [PUNCT]	four
Some [DET] printers [NOUN] add [VERB] all [DET] <mask> colors [NOUN] to [ADP] a [DET] plate [NOUN] before [ADP] placing [VERB] the [DET] image [NOUN] on [ADP] paper [NOUN] . [PUNCT]	four
Lights [NOUN] have [VERB] <mask> uses [NOUN] , [PUNCT] to [PART] see [VERB] and [CCONJ] be [AUX] seen [VERB] . [PUNCT]	two
Cuckoos [NOUN] live [VERB] less [ADJ] than [ADP] <mask> years [NOUN] in [ADP] the [DET] wild [NOUN] . [PUNCT]	six
Summit [PROPN] County [PROPN] has [VERB] <mask> golf [NOUN] courses [NOUN] and [CCONJ] many [ADJ] public [ADJ] tennis [NOUN] courts [NOUN] . [PUNCT]	four
Heaves [PROPN] is [AUX] more [ADV] likely [ADJ] to [PART] appear [VERB] in [ADP] horses [NOUN] older [ADJ] than [ADP] <mask> years [NOUN] . [PUNCT]	nine
Fireflies [NOUN] twinkle [VERB] every [DET] <mask> seconds [NOUN] to [PART] attract [VERB] mates [NOUN] . [PUNCT]	three
Binocular [ADJ] vision [NOUN] is [AUX] <mask> dimensional [ADJ] and [CCONJ] contributes [VERB] to [PART] depth [VERB] perception [NOUN] . [PUNCT]	three
Unemployment [NOUN] Identify [VERB] the [DET] <mask> types [NOUN] of [ADP] unemployment [NOUN] . [PUNCT]	four
Most [ADJ] people [NOUN] have [VERB] five [NUM] fingers [NOUN] on [ADP] each [DET] hand [NOUN] and [CCONJ] <mask> toes [NOUN] on [ADP] each [DET] foot [NOUN] . [PUNCT]	five
Earthquakes [NOUN] produce [VERB] <mask> different [ADJ] types [NOUN] of [ADP] seismic [ADJ] waves [NOUN] . [PUNCT]	three
Grace [NOUN] is [AUX] an [DET] invisible [ADJ] meeting [NOUN] of [ADP] <mask> distant [ADJ] perceptions [NOUN] . [PUNCT]	two
Moles [NOUN] create [VERB] tunnels [NOUN] for [ADP] <mask> purposes [NOUN] , [PUNCT] traveling [VERB] and [CCONJ] feeding [NOUN] . [PUNCT]	two
Most [ADJ] apartment [NOUN] buildings [NOUN] have [VERB] at [ADV] least [ADV] <mask> exit [NOUN] stairways [NOUN] . [PUNCT]	two
Indian [ADJ] population [NOUN] is [AUX] <mask> years [NOUN] less [ADJ] than [ADP] that [PRON] of [ADP] the [DET] overall [ADJ] Canadian [ADJ] population [NOUN] . [PUNCT]	seven
Children [NOUN] usually [ADV] outgrow [ADJ] food [NOUN] allergies [NOUN] by [ADP] the [DET] time [NOUN] they [PRON] are [AUX] <mask> years [NOUN] of [ADP] age [NOUN] . [PUNCT]	five
Some [DET] physicians [NOUN] make [VERB] the [DET] mistake [NOUN] of [ADP] prescribing [VERB] a [DET] medication [NOUN] for [ADP] only [ADV] <mask> or [CCONJ] four [NUM] weeks [NOUN] . [PUNCT]	three
Some [DET] physicians [NOUN] make [VERB] the [DET] mistake [NOUN] of [ADP] prescribing [VERB] a [DET] medication [NOUN] for [ADP] only [ADV] three [NUM] or [CCONJ] <mask> weeks [NOUN] . [PUNCT]	four
Violence [NOUN] has [VERB] <mask> boundaries [NOUN] and [CCONJ] effects [NOUN] every [DET] person [NOUN] no [ADV] matter [ADV] one [PRON] 's [PART] race [NOUN] or [CCONJ] religion [NOUN] . [PUNCT]	no
Violence [NOUN] has [VERB] no [DET] boundaries [NOUN] and [CCONJ] effects [NOUN] every [DET] person [NOUN] <mask> matter [NOUN] one [PRON] 's [PART] race [NOUN] or [CCONJ] religion [NOUN] . [PUNCT]	no
Dholes [NOUN] are [AUX] highly [ADV] social [ADJ] animals [NOUN] and [CCONJ] live [VERB] in [ADP] packs [NOUN] of [ADP] about [ADV] <mask> dogs [NOUN] . [PUNCT]	ten
Most [ADJ] children [NOUN] usually [ADV] stop [VERB] having [VERB] multiple [ADJ] ear [NOUN] infections [NOUN] by [ADP] the [DET] time [NOUN] they [PRON] are [AUX] about [ADV] <mask> years [NOUN] old [ADJ] . [PUNCT]	four
Cancer [NOUN] affects [VERB] <mask> in [ADP] three [NUM] individuals [NOUN] . [PUNCT]	one
Cancer [NOUN] affects [VERB] one [NUM] in [ADP] <mask> individuals [NOUN] . [PUNCT]	three
Some [DET] infected [ADJ] horses [NOUN] show [VERB] <mask> signs [NOUN] and [CCONJ] become [VERB] chronic [ADJ] carriers [NOUN] of [ADP] the [DET] disease [NOUN] . [PUNCT]	no
Conjugation [NOUN] begins [VERB] with [ADP] <mask> animals [NOUN] adhering [VERB] to [ADP] each [DET] other [ADJ] . [PUNCT]	two
Cassowaries [NOUN] have [VERB] <mask> toes [NOUN] on [ADP] each [DET] foot [NOUN] . [PUNCT]	three
Trees [NOUN] begin [VERB] to [PART] bear [VERB] <mask> to [ADP] seven [NUM] years [NOUN] after [ADP] planting [VERB] the [DET] root [NOUN] shoot [NOUN] . [PUNCT]	five
Trees [NOUN] begin [VERB] to [PART] bear [VERB] five [NUM] to [PART] <mask> years [NOUN] after [ADP] planting [VERB] the [DET] root [NOUN] shoot [NOUN] . [PUNCT]	seven
Hemp [PROPN] fiber [NOUN] is [AUX] about [ADV] <mask> times [NOUN] stronger [ADJ] than [ADP] cotton [NOUN] and [CCONJ] more [ADJ] abrasion [NOUN] resistant [ADJ] . [PUNCT]	three
Water [NOUN] includes [VERB] ocean [NOUN] up [ADP] to [PART] <mask> miles [NOUN] offshore [ADV] . [PUNCT]	three
Rodents [NOUN] are [AUX] a [DET] commonly [ADV] studied [VERB] by [ADP] professionals [NOUN] of [ADP] all [DET] <mask> fields [NOUN] . [PUNCT]	three
Rape [NOUN] victims [NOUN] are [AUX] <mask> times [NOUN] more [ADV] likely [ADJ] than [ADP] victims [NOUN] of [ADP] other [ADJ] crimes [NOUN] to [PART] attempt [VERB] suicide [NOUN] . [PUNCT]	nine
Bacteria [NOUN] vary [VERB] widely [ADV] in [ADP] size [NOUN] and [CCONJ] shape [NOUN] , [PUNCT] but [CCONJ] in [ADP] general [ADJ] are [AUX] at [ADV] least [ADV] <mask> times [NOUN] larger [ADJ] than [ADP] viruses [NOUN] . [PUNCT]	ten
Some [DET] people [NOUN] routinely [ADV] sleep [VERB] only [ADV] <mask> hours [NOUN] a [DET] night [NOUN] but [CCONJ] feel [VERB] fine [ADJ] during [ADP] the [DET] day [NOUN] . [PUNCT]	four
Rotifers [NOUN] fall [VERB] into [ADP] <mask> salinity [PROPN] categories [NOUN] - [PUNCT] marine [NOUN] and [CCONJ] freshwater [NOUN] . [PUNCT]	two
Cysteine [PROPN] proteinases [NOUN] are [AUX] important [ADJ] virulence [NOUN] factors [NOUN] , [PUNCT] which [PRON] are [AUX] encoded [VERB] by [ADP] at [ADV] least [ADV] <mask> genes [NOUN] . [PUNCT]	six
Anthropology [NOUN] is [AUX] composed [VERB] of [ADP] <mask> fields [NOUN] . [PUNCT]	four
Earth [NOUN] completes [VERB] a [DET] single [ADJ] total [ADJ] rotation [NOUN] every [DET] twenty [NUM] <mask> hours [NOUN] . [PUNCT]	four
Uncombined [ADJ] elements [NOUN] have [VERB] a [DET] <mask> oxidation [NOUN] state [NOUN] . [PUNCT]	zero
Negative [ADJ] numbers [NOUN] are [AUX] left [VERB] of [ADP] <mask> on [ADP] a [DET] number [NOUN] line [NOUN] . [PUNCT]	zero
Natural [ADJ] gas [NOUN] comes [VERB] from [ADP] <mask> types [NOUN] of [ADP] wells [NOUN] . [PUNCT]	two
Testicles [NOUN] have [VERB] <mask> important [ADJ] jobs [NOUN] in [ADP] the [DET] body [NOUN] . [PUNCT]	two
Maps [NOUN] represent [VERB] our [PRON] <mask> dimensional [ADJ] world [NOUN] in [ADP] two [NUM] dimensions [NOUN] . [PUNCT]	three
Maps [NOUN] represent [VERB] our [PRON] three [NUM] dimensional [ADJ] world [NOUN] in [ADP] <mask> dimensions [NOUN] . [PUNCT]	two
Adolescent [ADJ] squirrels [NOUN] are [AUX] sexually [ADV] mature [ADJ] by [ADP] <mask> months [NOUN] to [ADP] one [NUM] year [NOUN] of [ADP] age [NOUN] . [PUNCT]	ten
Adolescent [ADJ] squirrels [NOUN] are [AUX] sexually [ADV] mature [ADJ] by [ADP] ten [NUM] months [NOUN] to [ADP] <mask> year [NOUN] of [ADP] age [NOUN] . [PUNCT]	one
Most [ADJ] transistors [NOUN] have [VERB] <mask> connections [NOUN] . [PUNCT]	three
Today [NOUN] there [PRON] are [VERB] <mask> main [ADJ] areas [NOUN] of [ADP] focus [NOUN] in [ADP] applied [VERB] sports [NOUN] psychology [NOUN] . [PUNCT]	three
Reproductive [ADJ] maturity [NOUN] is [AUX] reached [VERB] at [ADP] <mask> to [ADP] six [NUM] years [NOUN] in [ADP] females [NOUN] and [CCONJ] seven [NUM] to [PART] nine [NUM] years [NOUN] in [ADP] males [NOUN] . [PUNCT]	four
Reproductive [ADJ] maturity [NOUN] is [AUX] reached [VERB] at [ADP] four [NUM] to [PART] <mask> years [NOUN] in [ADP] females [NOUN] and [CCONJ] seven [NUM] to [PART] nine [NUM] years [NOUN] in [ADP] males [NOUN] . [PUNCT]	six
Reproductive [ADJ] maturity [NOUN] is [AUX] reached [VERB] at [ADP] four [NUM] to [PART] six [NUM] years [NOUN] in [ADP] females [NOUN] and [CCONJ] <mask> to [ADP] nine [NUM] years [NOUN] in [ADP] males [NOUN] . [PUNCT]	seven
Reproductive [ADJ] maturity [NOUN] is [AUX] reached [VERB] at [ADP] four [NUM] to [PART] six [NUM] years [NOUN] in [ADP] females [NOUN] and [CCONJ] seven [NUM] to [PART] <mask> years [NOUN] in [ADP] males [NOUN] . [PUNCT]	nine
Shock [NOUN] occurs [VERB] when [SCONJ] there [PRON] are [VERB] intense [ADJ] experiences [NOUN] and [CCONJ] <mask> defenses [NOUN] at [ADV] all [ADV] . [PUNCT]	no
Evolutionists [NOUN] note [VERB] <mask> major [ADJ] periods [NOUN] of [ADP] mass [ADJ] extinction [NOUN] in [ADP] the [DET] fossil [NOUN] record [NOUN] . [PUNCT]	five
Most [ADJ] insects [NOUN] have [VERB] <mask> or [CCONJ] two [NUM] pairs [NOUN] of [ADP] wings [NOUN] . [PUNCT]	one
Most [ADJ] insects [NOUN] have [VERB] one [NUM] or [CCONJ] <mask> pairs [NOUN] of [ADP] wings [NOUN] . [PUNCT]	two
Rheas [NOUN] are [AUX] brownish [ADJ] instead [ADV] of [ADP] black [ADJ] like [ADP] the [DET] ostrich [NOUN] and [CCONJ] have [VERB] <mask> toes [NOUN] instead [ADV] of [ADP] two [NUM] . [PUNCT]	three
Canaries [NOUN] have [VERB] <mask> distinct [ADJ] feather [PROPN] types [NOUN] . [PUNCT]	two
Some [DET] orchid [ADJ] flowers [NOUN] bloom [VERB] for [ADP] <mask> week [NOUN] to [ADP] up [ADP] to [PART] four [NUM] months [NOUN] depending [VERB] on [ADP] the [DET] species [NOUN] . [PUNCT]	one
Some [DET] orchid [ADJ] flowers [NOUN] bloom [VERB] for [ADP] one [NUM] week [NOUN] to [ADP] up [ADP] to [PART] <mask> months [NOUN] depending [VERB] on [ADP] the [DET] species [NOUN] . [PUNCT]	four
Cars [NOUN] usually [ADV] have [VERB] <mask> wheels [NOUN] and [CCONJ] an [DET] internal [ADJ] combustion [NOUN] engine [NOUN] . [PUNCT]	four
Oligosaccharides [ADV] are [AUX] of [ADP] <mask> types [NOUN] , [PUNCT] high [ADJ] mannose [NOUN] and [CCONJ] complex [NOUN] . [PUNCT]	two
Zeolites [NOUN] have [VERB] basically [ADV] <mask> different [ADJ] structural [ADJ] variations [NOUN] . [PUNCT]	three
Connectionistic [ADJ] models [NOUN] resemble [VERB] the [DET] brain [NOUN] in [ADP] <mask> main [ADJ] aspects [NOUN] . [PUNCT]	two
Some [DET] species [NOUN] have [VERB] flowers [NOUN] veined [VERB] or [CCONJ] feathered [VERB] with [ADP] <mask> colors [NOUN] . [PUNCT]	two
Tidal [ADJ] currents [NOUN] can [AUX] exceed [VERB] <mask> knots [NOUN] and [CCONJ] standing [VERB] waves [NOUN] , [PUNCT] rips [NOUN] , [PUNCT] can [AUX] be [AUX] more [ADJ] than [ADP] ten [NUM] feet [NOUN] high [ADJ] . [PUNCT]	three
Tidal [ADJ] currents [NOUN] can [AUX] exceed [VERB] three [NUM] knots [NOUN] and [CCONJ] standing [NOUN] waves [NOUN] , [PUNCT] rips [NOUN] , [PUNCT] can [AUX] be [AUX] more [ADJ] than [ADP] <mask> feet [NOUN] high [ADJ] . [PUNCT]	ten
Lake [PROPN] Superior [PROPN] is [AUX] larger [ADJ] than [ADP] any [PRON] of [ADP] the [DET] <mask> smallest [ADJ] Central [ADJ] American [ADJ] nations [NOUN] . [PUNCT]	four
Birds [NOUN] bitten [VERB] by [ADP] infected [ADJ] mosquitoes [NOUN] are [AUX] infectious [ADJ] from [ADP] <mask> to [ADP] eight [NUM] days [NOUN] . [PUNCT]	four
Birds [NOUN] bitten [VERB] by [ADP] infected [ADJ] mosquitoes [NOUN] are [AUX] infectious [ADJ] from [ADP] four [NUM] to [PART] <mask> days [NOUN] . [PUNCT]	eight
Diarrheal [PROPN] diseases [NOUN] result [VERB] in [ADP] the [DET] death [NOUN] of [ADP] about [ADV] <mask> million [NUM] infants [NOUN] and [CCONJ] children [NOUN] annually [ADV] . [PUNCT]	five
Macular [NOUN] degeneration [NOUN] comes [VERB] in [ADP] <mask> forms [NOUN] , [PUNCT] dry [ADJ] and [CCONJ] wet [ADJ] . [PUNCT]	two
Rice [PROPN] is [AUX] cultivated [VERB] year [NOUN] round [NOUN] in [ADP] <mask> growing [VERB] seasons [NOUN] which [PRON] are [AUX] defined [VERB] by [ADP] the [DET] amount [NOUN] of [ADP] rainfall [NOUN] . [PUNCT]	three
Human [ADJ] knowledge [NOUN] is [AUX] limited [VERB] to [ADP] what [PRON] can [AUX] be [AUX] experience [NOUN] with [ADP] the [DET] <mask> senses [NOUN] . [PUNCT]	five
Temperature [NOUN] causes [VERB] the [DET] matter [NOUN] to [PART] exist [VERB] in [ADP] <mask> different [ADJ] states [NOUN] . [PUNCT]	three
Some [DET] people [NOUN] have [VERB] hay [NOUN] fever [NOUN] during [ADP] all [DET] <mask> seasons [NOUN] . [PUNCT]	three
Women [NOUN] are [AUX] <mask> times [NOUN] more [ADV] likely [ADJ] to [PART] have [VERB] the [DET] condition [NOUN] than [ADP] men [NOUN] . [PUNCT]	three
All [DET] species [NOUN] have [VERB] <mask> basic [ADJ] requirements [NOUN] for [ADP] survival [NOUN] . [PUNCT]	four
Nymphs [NOUN] are [AUX] baby [NOUN] lice [NOUN] that [PRON] mature [VERB] in [ADP] about [ADV] <mask> days [NOUN] . [PUNCT]	seven
Large [ADJ] nests [NOUN] provide [VERB] a [DET] home [NOUN] for [ADP] up [ADP] to [PART] <mask> million [NUM] insects [NOUN] . [PUNCT]	five
Humpbacks [NOUN] use [VERB] at [ADV] least [ADV] <mask> methods [NOUN] of [ADP] feeding [VERB] . [PUNCT]	two
Dehydration [NOUN] kills [VERB] <mask> million [NUM] children [NOUN] every [DET] year [NOUN] . [PUNCT]	three
Caffeine [NOUN] is [AUX] an [DET] addictive [ADJ] substance [NOUN] , [PUNCT] <mask> less [ADJ] than [ADP] nicotine [NOUN] . [PUNCT]	no
Most [ADJ] black [ADJ] widows [NOUN] live [VERB] only [ADV] <mask> year [NOUN] , [PUNCT] but [CCONJ] they [PRON] can [AUX] live [VERB] up [ADP] to [PART] three [NUM] years [NOUN] . [PUNCT]	one
Most [ADJ] black [ADJ] widows [NOUN] live [VERB] only [ADV] one [NUM] year [NOUN] , [PUNCT] but [CCONJ] they [PRON] can [AUX] live [VERB] up [ADP] to [PART] <mask> years [NOUN] . [PUNCT]	three
Filarial [ADJ] parasites [NOUN] have [VERB] an [DET] intriguing [ADJ] life [NOUN] cycle [NOUN] with [ADP] <mask> clear [ADJ] developmental [ADJ] stages [NOUN] . [PUNCT]	five
Crustaceans [NOUN] have [VERB] a [DET] body [NOUN] that [PRON] is [AUX] divided [VERB] into [ADP] <mask> segments [NOUN] , [PUNCT] a [DET] head [NOUN] , [PUNCT] thorax [NOUN] , [PUNCT] and [CCONJ] abdomen [PROPN] . [PUNCT]	three
Cholesterol [NOUN] comes [VERB] from [ADP] <mask> sources [NOUN] . [PUNCT]	two
Massive [ADJ] stars [NOUN] explodes [VERB] after [ADP] only [ADV] a [DET] few [ADJ] <mask> million [NUM] years [NOUN] as [ADP] enormously [ADV] energetic [ADJ] supernovae [NOUN] . [PUNCT]	ten
Goblins [NOUN] are [AUX] a [DET] little [ADJ] larger [ADJ] , [PUNCT] usually [ADV] <mask> to [ADP] three [NUM] feet [NOUN] , [PUNCT] but [CCONJ] sometimes [ADV] much [ADV] larger [ADJ] or [CCONJ] smaller [ADJ] . [PUNCT]	one
Goblins [NOUN] are [AUX] a [DET] little [ADJ] larger [ADJ] , [PUNCT] usually [ADV] one [NUM] to [PART] <mask> feet [NOUN] , [PUNCT] but [CCONJ] sometimes [ADV] much [ADV] larger [ADJ] or [CCONJ] smaller [ADJ] . [PUNCT]	three
